,id,county,median_income,temp,total_population,elev_in_ft,employed_population_over16,18_24_college_grad_enroll,median_gross_rent_dollars,employed,unemployed,percent_insured,mean_hours_worked,median_age_workers_16_to_64,mean_travel_time_to_work_min,perc_pop_25plus_bach_or_higher,perc_k_12_enrollment,label
1704,0500000US33015,"Rockingham County, New Hampshire",81198,64.9,314176,178.5180983,175088,8577,1228,157180,4900,95.6,39.1,43.9,30.4,41.4,70.2,191
1705,0500000US33017,"Strafford County, New Hampshire",60711,63.5,130889,286.548995,70486,12999,1091,64214,2272,94.0,37.0,36.6,26.4,35.8,49.8,152
1706,0500000US33019,"Sullivan County, New Hampshire",56032,60.0,43063,1037.494238,20839,641,990,18684,525,93.0,39.0,44.7,24.5,28.1,77.5,102
1707,0500000US34001,"Atlantic County, New Jersey",54461,70.0,274534,29.9768177,127399,11309,1120,116846,10063,91.9,37.3,42.1,24.9,28.1,65.9,71
1708,0500000US34003,"Bergen County, New Jersey",85806,68.9,955732,141.27526519999995,480028,38343,1506,435596,18025,92.5,39.0,43.4,33.1,49.3,66.3,140
1709,0500000US34005,"Burlington County, New Jersey",78621,69.7,461860,54.62115233,223483,14296,1346,204145,11890,95.7,38.8,42.5,30.0,38.0,66.6,5
1710,0500000US34007,"Camden County, New Jersey",62185,69.9,523485,67.65161923,249732,16689,1079,229468,15818,93.5,38.3,40.6,28.9,32.5,67.6,133
1711,0500000US34009,"Cape May County, New Jersey",57637,70.9,95263,6.747759283,41841,2362,1169,36501,2705,94.0,38.1,42.8,22.8,32.8,69.8,70
1712,0500000US34011,"Cumberland County, New Jersey",49984,70.4,154152,40.07713885,61596,3118,1069,56867,4294,90.6,36.3,39.7,23.6,15.6,75.9,71
1713,0500000US34013,"Essex County, New Jersey",53976,69.5,863728,193.7426637,378224,30596,1178,351679,29861,88.6,38.1,41.1,34.9,35.5,65.6,155
1714,0500000US34015,"Gloucester County, New Jersey",76727,70.3,302294,73.4058745,149352,13545,1225,137957,7356,95.7,38.4,41.8,30.7,33.0,65.0,5
1715,0500000US34017,"Hudson County, New Jersey",59741,71.0,724854,69.73267327,357147,24395,1391,341379,18219,87.1,39.7,37.5,36.4,42.3,59.4,133
1716,0500000US34019,"Hunterdon County, New Jersey",105444,66.6,128947,346.7762128,66913,4053,1446,60422,2285,97.4,39.1,46.7,35.0,52.7,71.3,19
1717,0500000US34021,"Mercer County, New Jersey",72804,68.6,387340,121.6947608,180235,23453,1266,164786,10699,92.3,37.8,40.8,28.3,42.6,59.8,5
1718,0500000US34023,"Middlesex County, New Jersey",79593,69.6,863162,74.29275362,406921,48209,1469,378037,19314,93.2,38.7,41.7,34.4,43.6,60.4,140
1719,0500000US34025,"Monmouth County, New Jersey",85242,69.8,643615,63.40502355,318706,24522,1399,287942,14166,94.3,38.6,44.0,35.0,46.0,67.8,55
1720,0500000US34027,"Morris County, New Jersey",100214,66.4,509285,550.742616,261352,21125,1534,237138,10285,95.3,39.2,43.9,31.5,54.1,67.4,19
1721,0500000US34029,"Ocean County, New Jersey",61994,69.7,637229,38.39548023,260353,18759,1428,232406,11832,94.4,37.7,41.9,31.2,30.0,69.4,133
1722,0500000US34031,"Passaic County, New Jersey",59739,66.9,524118,322.6404293,243337,21975,1293,225027,10412,87.5,37.8,40.8,28.3,28.2,66.6,74
1723,0500000US34033,"Salem County, New Jersey",61831,70.5,64837,38.57305503,29326,1785,1019,26861,1708,94.7,38.8,42.6,26.4,21.0,71.4,70
1724,0500000US34035,"Somerset County, New Jersey",100667,68.1,345361,157.08844340000005,173721,12303,1594,159344,7254,94.7,39.1,43.9,32.5,54.7,69.2,19
1725,0500000US34037,"Sussex County, New Jersey",86565,64.7,144221,758.7989488,75773,4874,1314,68790,3507,96.1,38.5,44.9,37.8,36.1,69.7,88
1726,0500000US34039,"Union County, New Jersey",69594,69.9,575345,96.90233978,281698,20083,1290,261662,14835,88.7,38.9,41.4,31.7,36.0,68.2,133
1727,0500000US34041,"Warren County, New Jersey",70471,65.4,109632,497.5518453,55354,3984,1132,50199,3004,94.3,38.6,44.0,36.0,33.0,67.4,94
1728,0500000US35001,"Bernalillo County, New Mexico",47725,68.8,676444,5716.288178,318839,24529,874,294623,16861,91.8,37.9,38.6,22.4,34.4,63.6,67
1729,0500000US35003,"Catron County, New Mexico",42973,61.5,3579,7171.39447,888,35,725,773,79,89.3,34.0,45.4,12.9,15.7,77.9,32
1730,0500000US35005,"Chaves County, New Mexico",40630,73.6,65157,4068.153731,26889,1610,771,24356,1243,90.0,39.9,38.3,18.8,18.0,75.8,177
1731,0500000US35006,"Cibola County, New Mexico",34565,63.4,27172,6966.213927,9202,393,660,8392,1262,90.9,38.3,38.7,23.7,14.2,74.6,126
1732,0500000US35007,"Colfax County, New Mexico",32380,62.4,12387,7762.353919,4900,71,676,4233,297,94.0,39.4,41.1,16.9,21.7,83.2,126
1733,0500000US35009,"Curry County, New Mexico",41084,71.6,48430,4352.177843,20253,1218,843,18737,1200,89.5,39.9,34.2,15.6,19.2,66.7,177
1734,0500000US35015,"Eddy County, New Mexico",56618,75.1,62314,3778.743512,26438,655,946,24323,1130,90.5,41.8,39.0,19.1,16.2,81.9,142
1735,0500000US35017,"Grant County, New Mexico",38311,68.9,28185,5871.649226,10098,797,671,8846,743,96.3,37.6,40.6,17.1,28.8,68.7,121
1736,0500000US35019,"Guadalupe County, New Mexico",30772,70.9,4452,5096.549915,1262,97,395,1101,95,94.9,35.2,38.2,14.0,7.6,57.6,101
1737,0500000US35021,"Harding County, New Mexico",33393,70.1,657,4859.947291,172,16,543,143,2,92.2,40.0,44.0,28.3,21.7,60.9,101
1738,0500000US35023,"Hidalgo County, New Mexico",34444,71.9,4178,4791.016445,1527,40,501,1371,125,95.8,38.8,41.8,19.6,14.6,81.0,101
1739,0500000US35025,"Lea County, New Mexico",57533,74.6,74455,3889.282067,28876,1557,895,26581,1693,87.0,43.1,37.2,21.2,13.6,81.7,142
1740,0500000US35027,"Lincoln County, New Mexico",40708,68.1,20269,6477.017865999999,7565,322,697,6565,350,89.5,37.8,41.9,18.1,25.8,75.2,121
1741,0500000US35028,"Los Alamos County, New Mexico",101934,62.8,19419,7107.408867,9792,376,1062,8620,262,96.8,38.9,43.7,16.2,67.4,70.3,65
1742,0500000US35029,"Luna County, New Mexico",27476,73.9,25427,4454.410267,7587,278,562,7053,917,91.4,39.9,37.2,19.4,12.5,82.7,175
1743,0500000US35031,"McKinley County, New Mexico",28772,64.1,72902,6945.087286,23730,1539,672,22445,3551,80.1,37.4,40.8,22.3,11.4,76.7,126
1744,0500000US35033,"Mora County, New Mexico",23822,63.2,4189,7211.669315999998,1445,59,703,1323,145,95.0,33.7,36.8,52.6,11.0,60.0,126
1745,0500000US35035,"Otero County, New Mexico",39775,70.0,67839,5950.225636,23336,1154,792,21284,1783,91.5,39.0,35.6,19.5,17.5,71.9,121
1746,0500000US35037,"Quay County, New Mexico",29113,73.4,8746,4289.254313,2988,183,563,2695,76,94.0,36.2,39.6,15.3,17.1,73.7,175
1747,0500000US35039,"Rio Arriba County, New Mexico",36098,61.6,40363,7492.007987000001,14103,715,623,12912,958,90.9,39.4,41.4,28.9,19.3,73.2,126
1748,0500000US35041,"Roosevelt County, New Mexico",35546,72.0,19191,4152.326690999998,7901,1860,778,7304,499,89.1,38.3,31.8,16.8,23.9,52.3,177
1749,0500000US35043,"Sandoval County, New Mexico",58982,65.5,148834,6614.497274,62530,4577,1117,56863,4138,91.2,38.2,41.4,28.0,30.5,69.7,85
1750,0500000US35045,"San Juan County, New Mexico",48671,66.8,121661,5838.773674,49924,2720,817,46436,4346,86.5,39.3,40.1,23.8,14.9,73.6,144
1751,0500000US35047,"San Miguel County, New Mexico",29237,68.5,27201,6102.905464,9626,1636,658,8827,796,94.3,36.1,40.0,21.1,21.4,55.3,101
1752,0500000US35049,"Santa Fe County, New Mexico",54315,65.0,154823,6764.309491,70383,3643,1048,61658,2633,89.2,37.2,43.6,22.5,41.0,68.8,144
1753,0500000US35051,"Sierra County, New Mexico",29356,70.5,11576,5624.118604,3422,164,537,3037,377,94.7,36.9,45.4,18.2,21.1,79.2,101
1754,0500000US35053,"Socorro County, New Mexico",34037,68.2,16595,6153.98569,5488,1121,715,5121,263,91.8,35.9,38.8,19.6,22.0,59.3,121
1755,0500000US35055,"Taos County, New Mexico",36582,58.8,34489,8387.902143000001,13868,720,784,11793,1272,90.3,35.7,43.3,20.4,28.7,70.0,29
1756,0500000US35057,"Torrance County, New Mexico",32083,65.6,15045,6622.401615,5504,307,754,5151,333,94.0,38.5,42.5,32.7,14.8,78.1,126
1757,0500000US35059,"Union County, New Mexico",36070,67.9,4079,5308.095179,1496,10,557,1274,42,86.1,41.4,39.6,19.5,11.7,77.4,121
1758,0500000US35061,"Valencia County, New Mexico",41703,70.1,76205,5293.152294,29682,1940,876,27354,1931,91.8,37.3,40.1,28.4,18.5,73.4,34
1759,0500000US36001,"Albany County, New York",59887,63.7,314848,379.9913867,160761,26834,1022,146998,6394,96.9,37.0,37.4,20.9,41.8,50.9,152
1760,0500000US36003,"Allegany County, New York",42776,61.6,46456,1636.87844,19996,5210,658,17978,922,93.4,36.8,38.7,22.0,20.9,50.0,1
1761,0500000US36005,"Bronx County, New York",34299,70.7,1472654,69.70595099,601341,59290,1212,571768,61776,91.4,36.8,38.4,45.4,20.1,66.3,182
1762,0500000US36007,"Broome County, New York",46261,61.8,198683,1045.996482,86505,16504,776,79105,4917,95.8,36.5,39.1,19.3,28.4,53.8,153
1763,0500000US36009,"Cattaraugus County, New York",42601,61.6,77042,1512.800338,33684,2744,655,30803,1679,93.1,37.8,41.8,22.1,19.1,72.5,1
1764,0500000US36011,"Cayuga County, New York",52082,63.1,76248,731.7813142000001,36570,2325,763,32733,1562,94.9,38.2,41.9,23.5,22.6,72.0,9
1765,0500000US36013,"Chautauqua County, New York",42993,63.5,127657,1174.196333,55951,5928,659,51044,3055,94.6,37.8,41.8,17.9,22.2,66.1,131
1766,0500000US36015,"Chemung County, New York",50320,62.7,84148,1028.73132,37333,1990,813,34223,1940,95.7,37.9,41.2,19.9,23.3,73.5,58
1767,0500000US36017,"Chenango County, New York",45668,61.0,47220,1252.412137,21649,712,678,19821,1144,95.7,38.9,43.2,24.6,18.7,77.5,76
1768,0500000US36019,"Clinton County, New York",49930,60.0,79843,675.1690929,35759,5314,810,33075,1379,96.1,36.9,38.5,19.3,22.9,60.5,102
1769,0500000US36021,"Columbia County, New York",59105,64.4,61570,432.241867,29694,1076,928,26367,1346,95.4,38.4,44.8,26.3,32.7,76.4,134
1770,0500000US36023,"Cortland County, New York",49514,60.8,46809,1278.444231,23241,5885,778,21108,1103,96.8,36.9,36.8,21.2,28.0,49.3,58
1771,0500000US36025,"Delaware County, New York",43720,60.4,44308,1548.405761,19952,2463,691,17524,829,94.9,37.8,42.5,24.9,22.6,62.7,1
1772,0500000US36027,"Dutchess County, New York",71904,65.3,295911,351.9876179,145110,17221,1220,132629,6638,95.3,37.8,41.9,33.0,35.0,60.1,107
1773,0500000US36029,"Erie County, New York",51247,64.2,954236,728.0481305,451762,43261,829,415049,17701,96.8,37.5,39.8,21.5,34.4,63.2,155
1774,0500000US36031,"Essex County, New York",52758,57.5,37381,1554.813532,17336,682,812,15378,830,96.4,37.9,44.3,23.0,26.8,73.7,51
1775,0500000US36033,"Franklin County, New York",47923,57.7,47555,1363.798224,19380,1228,703,17930,1359,94.9,38.1,41.2,20.1,19.1,76.1,51
1776,0500000US36035,"Fulton County, New York",46969,60.9,53324,1066.128333,24632,1177,779,22497,1083,95.2,38.6,42.6,24.7,18.2,74.7,76
1777,0500000US36037,"Genesee County, New York",50880,63.7,58388,843.908,29570,1394,747,27015,1069,96.5,38.7,42.4,22.3,22.3,72.5,153
1778,0500000US36039,"Greene County, New York",50278,62.0,47931,1022.124021,20451,756,908,18482,795,95.8,37.8,44.4,28.9,22.1,74.9,58
1779,0500000US36041,"Hamilton County, New York",48243,57.1,5107,1953.076367,1787,112,783,1560,50,93.9,36.0,47.9,22.9,16.8,78.0,51
1780,0500000US36043,"Herkimer County, New York",46229,59.0,60139,1276.847076,28769,2069,675,26148,1641,95.0,37.4,42.8,23.4,21.5,71.3,76
1781,0500000US36045,"Jefferson County, New York",49505,61.6,116721,437.6670673,43241,2522,987,40399,2430,94.7,40.9,34.6,18.0,22.2,71.1,153
1782,0500000US36047,"Kings County, New York",48201,71.3,2736074,41.61962318,1227030,93640,1426,1163230,75191,92.7,38.7,38.0,43.0,37.5,65.1,63
1783,0500000US36049,"Lewis County, New York",49819,59.1,26582,1156.23736,11917,529,768,11035,573,94.5,39.8,42.6,23.9,18.4,80.0,76
1784,0500000US36051,"Livingston County, New York",51734,63.5,61834,895.3307494,29283,6464,798,26589,862,96.8,37.0,40.6,25.7,26.5,51.7,9
1785,0500000US36053,"Madison County, New York",54145,61.8,68016,1037.549865,34103,5868,783,31067,1319,95.6,37.7,42.2,24.0,26.2,56.1,102
1786,0500000US36055,"Monroe County, New York",52553,64.3,759443,480.0644307,368088,38626,927,336830,18558,96.7,37.4,39.2,20.4,38.6,61.5,155
1787,0500000US36057,"Montgomery County, New York",43764,62.9,49532,552.8360656000001,21636,944,783,19947,1395,93.7,37.9,42.2,24.8,17.8,76.0,131
1788,0500000US36059,"Nassau County, New York",99465,70.0,1395774,66.63052345,687898,65677,1772,623482,24640,95.6,38.6,43.0,36.6,46.0,64.7,64
1789,0500000US36061,"New York County, New York",72871,71.0,1694251,49.96279711,905475,78102,1740,839872,45002,94.8,42.2,36.4,32.2,61.3,49.5,18
1790,0500000US36063,"Niagara County, New York",49449,65.2,212666,496.9781576,100670,7627,703,92778,4568,96.7,37.2,41.7,22.8,24.6,69.0,46
1791,0500000US36065,"Oneida County, New York",48246,61.6,232125,742.4997154,102302,10078,766,93679,4310,96.0,37.7,40.9,19.8,25.7,67.7,153
1792,0500000US36067,"Onondaga County, New York",55092,63.4,476516,634.4972284,222177,27374,872,203558,10997,96.3,37.7,40.1,20.0,35.9,60.5,74
1793,0500000US36069,"Ontario County, New York",57416,63.3,112458,793.8957286,54822,4823,896,49747,1748,96.7,38.2,42.2,23.3,36.3,66.5,134
1794,0500000US36071,"Orange County, New York",70848,65.2,401310,507.2536611,177356,17584,1259,162288,6931,95.2,38.5,41.3,33.6,30.3,69.4,107
1795,0500000US36073,"Orleans County, New York",46359,64.6,40343,479.9051383,17833,751,728,16431,845,94.9,38.9,42.6,25.7,16.2,75.4,153
1796,0500000US36075,"Oswego County, New York",47860,62.9,117525,471.1913303,54134,7018,777,50312,3352,95.4,37.2,40.4,25.2,19.0,64.2,153
1797,0500000US36077,"Otsego County, New York",48588,60.3,58524,1386.431705,28014,6328,833,25012,1487,95.2,36.6,38.7,22.9,31.1,48.6,76
1798,0500000US36079,"Putnam County, New York",96148,66.3,97668,566.0493827,51264,3734,1453,46746,2164,96.3,38.4,44.8,39.6,39.6,70.0,194
1799,0500000US36081,"Queens County, New York",57720,70.7,2405464,56.04824166,1134877,91939,1583,1071710,61196,90.5,38.3,40.3,44.4,32.2,61.9,63
1800,0500000US36083,"Rensselaer County, New York",60709,63.7,161130,492.3355079,81515,8744,973,74687,3519,96.3,38.1,39.5,24.8,32.0,60.7,152
1801,0500000US36085,"Richmond County, New York",73197,71.2,495747,72.74180328,214492,20272,1319,200472,9005,95.7,37.8,41.9,45.2,33.9,66.1,5
1802,0500000US36087,"Rockland County, New York",84855,67.6,338329,341.6666667,147612,14457,1504,133046,7480,94.4,37.5,41.7,31.5,41.1,70.5,191
1803,0500000US36091,"Saratoga County, New York",71496,62.6,235509,507.91350210000013,119896,8370,1138,108593,3845,96.7,38.9,42.3,25.2,41.4,68.8,94
1804,0500000US36093,"Schenectady County, New York",58114,63.3,158061,407.586478,72938,6486,945,67631,4367,95.8,37.5,40.2,23.1,32.1,67.2,152
1805,0500000US36095,"Schoharie County, New York",51195,61.0,29714,1299.675042,14429,2005,790,12929,682,96.2,37.9,42.2,30.8,22.4,59.9,58
1806,0500000US36097,"Schuyler County, New York",47680,62.5,17898,1050.38484,8226,361,742,7426,450,94.5,37.9,43.9,26.3,23.5,74.5,58
1807,0500000US36099,"Seneca County, New York",49292,63.8,33814,577.2305987000002,15280,860,781,13706,463,91.7,38.7,41.7,21.7,21.1,71.8,153
1808,0500000US36101,"Steuben County, New York",47280,61.8,93584,1374.024981,42836,1771,695,39519,2640,94.5,38.4,41.9,21.9,23.6,77.7,58
1809,0500000US36103,"Suffolk County, New York",88663,68.6,1525920,49.88733824,752016,65548,1742,687671,28937,95.3,38.2,42.9,32.7,36.3,65.8,158
1810,0500000US36105,"Sullivan County, New York",50710,62.0,78624,1289.329268,33008,1872,890,29664,2182,94.4,38.7,42.0,30.6,24.8,73.9,58
1811,0500000US36107,"Tioga County, New York",57514,62.1,48455,999.1071429,22805,1167,751,20932,1303,95.8,38.2,42.9,23.4,26.0,76.2,134
1812,0500000US36109,"Tompkins County, New York",52624,62.2,105740,946.1255814,50882,23206,1164,45895,1693,96.6,34.5,33.6,19.4,53.5,27.3,9
1813,0500000US36111,"Ulster County, New York",58918,63.2,181851,648.7365196000002,87223,8752,1112,78207,3913,94.6,37.3,42.3,29.0,32.5,62.5,152
1814,0500000US36113,"Warren County, New York",56798,59.6,65737,988.1833499,31988,1623,929,28520,1170,96.1,38.0,43.2,22.9,31.3,71.6,102
1815,0500000US36115,"Washington County, New York",51143,61.8,61302,495.1929612,29139,868,855,26181,1297,94.5,38.6,42.1,26.5,20.5,78.3,153
1816,0500000US36117,"Wayne County, New York",50798,64.0,91283,427.5955189,44700,1844,779,41009,2066,95.8,38.5,43.3,24.7,22.6,74.4,153
1817,0500000US36119,"Westchester County, New York",83958,68.0,1004457,224.9289653,482359,42499,1537,437778,23769,94.2,39.0,42.4,35.1,48.9,66.3,140
1818,0500000US36121,"Wyoming County, New York",52564,62.2,40531,1351.804452,18497,807,659,16956,873,95.8,39.8,41.8,25.4,17.7,75.2,58
1819,0500000US36123,"Yates County, New York",49510,63.1,24774,934.5792208,11404,1037,775,10093,476,82.4,37.9,39.4,22.3,25.2,69.8,58
1820,0500000US37001,"Alamance County, North Carolina",41814,70.7,171415,609.3631961,77665,7975,813,70846,3786,88.8,38.8,41.2,24.2,24.8,66.1,184
1821,0500000US37003,"Alexander County, North Carolina",39365,70.0,36444,1200.737089,16913,1012,654,15595,712,91.1,39.8,42.6,24.5,14.2,75.6,103
1822,0500000US37005,"Alleghany County, North Carolina",36968,63.0,10888,2831.584906,4644,226,622,4224,152,88.7,38.7,45.8,24.3,17.3,74.5,41
1823,0500000US37007,"Anson County, North Carolina",33228,72.9,22055,355.1903409,10383,739,754,9478,880,88.9,39.8,40.1,26.7,11.3,69.9,42
1824,0500000US37009,"Ashe County, North Carolina",36267,61.6,26577,3129.529412000001,12512,368,634,11065,363,87.4,38.4,43.4,24.9,19.7,74.0,41
1825,0500000US37011,"Avery County, North Carolina",37777,60.6,17806,3571.57539,6545,985,777,5802,256,84.1,37.3,38.4,19.9,20.7,54.4,41
1826,0500000US37013,"Beaufort County, North Carolina",40391,73.6,44652,11.71756757,19383,883,740,17279,1111,88.0,38.1,42.7,23.1,20.6,75.8,14
1827,0500000US37015,"Bertie County, North Carolina",30027,72.6,17934,33.88145897,7338,310,638,6725,795,88.1,38.7,42.9,28.0,13.6,73.4,42
1828,0500000US37017,"Bladen County, North Carolina",30096,74.2,29606,82.66027397,13159,672,655,11819,557,87.1,39.0,42.4,25.8,15.8,75.8,159
1829,0500000US37019,"Brunswick County, North Carolina",46859,74.8,136693,24.38461538,52589,1910,960,46285,2578,90.2,37.9,44.1,24.3,29.9,73.4,193
1830,0500000US37021,"Buncombe County, North Carolina",45167,64.6,269452,2613.178311,127147,8036,975,116449,3703,89.3,37.9,40.2,20.5,40.1,66.3,115
1831,0500000US37023,"Burke County, North Carolina",39360,68.7,87570,1488.650177,39033,1862,648,35930,2871,87.9,38.6,41.9,22.3,16.4,73.5,8
1832,0500000US37025,"Cabarrus County, North Carolina",54720,70.4,225804,659.5081081000002,103251,5680,925,95641,4368,92.3,39.0,41.2,28.2,32.3,72.8,71
1833,0500000US37027,"Caldwell County, North Carolina",35763,68.5,80652,1511.013554,36848,1452,645,33844,1977,87.7,39.2,43.0,25.0,15.7,75.6,8
1834,0500000US37029,"Camden County, North Carolina",58780,72.8,10355,6.4,4466,253,953,4074,355,92.4,39.7,42.9,34.1,17.1,77.9,70
1835,0500000US37031,"Carteret County, North Carolina",48457,74.7,67686,3.856038647,30680,1519,902,27207,1549,89.5,38.4,43.5,23.4,29.1,68.6,193
1836,0500000US37033,"Caswell County, North Carolina",37869,70.4,22736,593.5175439,9519,432,558,8651,510,92.6,38.5,44.3,31.6,15.9,72.7,130
1837,0500000US37035,"Catawba County, North Carolina",44376,70.5,160610,985.2517815,73813,4810,738,67261,4215,88.4,39.2,41.8,22.6,22.6,72.4,184
1838,0500000US37037,"Chatham County, North Carolina",56642,71.7,76285,436.0925926,32344,1526,845,28792,1067,88.3,39.7,44.7,29.8,42.4,75.6,70
1839,0500000US37039,"Cherokee County, North Carolina",34662,66.2,28774,2097.611502,10844,279,724,9683,558,85.8,38.6,43.4,25.7,19.0,79.7,84
1840,0500000US37041,"Chowan County, North Carolina",38759,73.0,13708,15.49714286,5586,202,798,5097,334,90.7,37.8,40.3,29.5,21.7,74.5,149
1841,0500000US37043,"Clay County, North Carolina",37076,64.4,11089,2622.826172,4217,265,736,3777,127,86.5,38.7,43.9,22.9,23.7,73.8,84
1842,0500000US37045,"Cleveland County, North Carolina",39453,70.2,99519,890.0615385,40163,3571,696,37008,3219,87.8,38.6,41.5,24.7,17.6,71.0,103
1843,0500000US37047,"Columbus County, North Carolina",34949,74.5,50623,67.84216867,19767,1175,633,18135,1297,87.4,39.3,41.6,27.0,13.8,77.7,21
1844,0500000US37049,"Craven County, North Carolina",47985,73.5,100720,16.85113835,40394,2744,910,36717,2443,89.3,40.3,36.2,20.5,25.3,67.4,193
1845,0500000US37051,"Cumberland County, North Carolina",44171,73.8,334728,164.0911602,127212,11546,941,119519,10439,90.1,40.4,34.5,21.4,25.5,62.1,110
1846,0500000US37053,"Currituck County, North Carolina",60600,73.3,28100,3.438118812,12681,443,1151,11590,471,86.7,40.2,43.5,36.2,23.5,73.4,70
1847,0500000US37055,"Dare County, North Carolina",54496,74.8,36915,3.2434782610000004,18416,644,1089,16611,663,86.8,39.5,43.3,21.1,34.7,72.2,128
1848,0500000US37057,"Davidson County, North Carolina",43363,70.3,168930,760.1085142000002,75087,3055,720,69725,4371,88.7,39.7,42.8,25.1,18.5,76.2,184
1849,0500000US37059,"Davie County, North Carolina",51527,69.8,42712,771.6175439,19509,689,740,17981,731,90.4,39.1,43.0,26.4,24.0,77.7,0
1850,0500000US37061,"Duplin County, North Carolina",35035,72.9,48715,96.66338583,24773,1712,665,22485,1853,82.9,39.7,41.0,26.2,12.1,74.0,149
1851,0500000US37063,"Durham County, North Carolina",52503,71.2,324833,373.9533955,162945,16152,1067,152192,6948,88.0,39.1,37.9,22.9,48.2,56.0,71
1852,0500000US37065,"Edgecombe County, North Carolina",32659,72.6,48900,80.22443182,21563,981,695,19710,1782,89.7,38.1,41.8,22.8,13.6,74.5,42
1853,0500000US37067,"Forsyth County, North Carolina",45471,69.7,382590,861.5502451,172626,16943,812,159405,8996,89.2,39.2,40.8,21.9,34.0,66.8,183
1854,0500000US37069,"Franklin County, North Carolina",42685,71.7,68573,312.4096774,30998,1770,829,28317,1478,90.1,39.6,41.9,33.3,22.0,74.1,192
1855,0500000US37071,"Gaston County, North Carolina",42429,71.0,227943,778.8741007,102010,5650,832,93980,6081,89.7,39.1,41.1,26.5,21.2,73.9,171
1856,0500000US37073,"Gates County, North Carolina",49258,72.1,10478,30.12307692,5258,150,860,4880,272,93.4,40.1,46.3,36.6,14.3,76.6,113
1857,0500000US37075,"Graham County, North Carolina",34805,64.1,8030,2556.956954,3388,190,499,3062,138,83.4,37.3,40.9,28.0,12.9,84.9,84
1858,0500000US37077,"Granville County, North Carolina",50225,71.1,60992,431.0217391,26927,1276,831,25080,1332,91.2,39.7,43.6,28.9,22.5,74.6,169
1859,0500000US37079,"Greene County, North Carolina",35777,73.0,20451,81.36683417,8346,290,695,7585,606,83.4,40.3,41.5,27.0,11.0,73.7,149
1860,0500000US37081,"Guilford County, North Carolina",45651,70.3,541299,805.4386161,253250,30977,878,234092,13083,90.5,38.5,39.6,21.9,36.0,60.7,183
1861,0500000US37083,"Halifax County, North Carolina",32245,72.0,48622,157.4487805,19287,890,717,17661,1429,87.6,39.1,42.3,23.8,14.4,76.1,42
1862,0500000US37085,"Harnett County, North Carolina",46353,72.9,133568,235.2703863,52441,5214,893,48967,3646,88.8,40.1,38.6,30.4,21.9,65.9,193
1863,0500000US37087,"Haywood County, North Carolina",42257,61.1,62089,3456.990501,27218,1382,785,24280,1034,90.1,39.4,41.5,22.7,26.0,71.0,168
1864,0500000US37089,"Henderson County, North Carolina",46448,65.4,116281,2395.652081,53229,1710,853,46966,1215,88.4,38.5,42.7,21.8,31.8,72.6,115
1865,0500000US37091,"Hertford County, North Carolina",33008,72.0,21552,36.4966443,9541,1169,756,8613,850,88.6,37.7,39.3,26.6,14.9,64.3,42
1866,0500000US37093,"Hoke County, North Carolina",41542,73.5,52082,258.8942308,19173,1065,929,18022,1898,86.1,40.8,36.8,28.6,17.7,66.8,14
1867,0500000US37095,"Hyde County, North Carolina",42897,74.5,4589,0.589912281,1956,58,775,1738,138,82.6,40.1,43.2,23.6,9.2,82.5,14
1868,0500000US37097,"Iredell County, North Carolina",52306,70.2,186693,899.6817391000002,86063,4591,868,78855,3818,91.0,39.4,41.8,25.8,28.4,74.6,71
1869,0500000US37099,"Jackson County, North Carolina",38015,61.9,43109,3302.643908,18967,6345,739,17266,735,86.9,35.5,34.9,20.2,30.4,38.7,41
1870,0500000US37101,"Johnston County, North Carolina",50512,72.6,215999,202.64,94439,5180,857,87807,3910,88.0,39.4,41.6,30.9,22.9,72.8,71
1871,0500000US37103,"Jones County, North Carolina",34005,73.1,9172,33.09589041,3701,152,634,3182,360,84.2,38.8,43.9,29.4,12.2,69.9,21
1872,0500000US37105,"Lee County, North Carolina",45608,72.3,63285,343.2606838,26643,1552,775,24436,1827,86.1,39.0,40.5,25.5,21.5,73.0,193
1873,0500000US37107,"Lenoir County, North Carolina",34717,73.0,55122,69.83725909999998,22856,1350,717,20721,2524,87.5,39.1,41.5,23.4,14.9,71.6,149
1874,0500000US37109,"Lincoln County, North Carolina",49215,70.4,86810,866.6507462999998,39889,1612,727,36670,2002,91.2,39.8,43.5,30.3,23.0,76.9,169
1875,0500000US37111,"McDowell County, North Carolina",35965,67.2,44578,1888.57686,18707,517,645,17091,1029,88.5,39.0,41.4,24.2,17.4,79.1,8
1876,0500000US37113,"Macon County, North Carolina",39133,62.9,37014,3092.984238,14178,434,756,12438,504,86.7,37.9,43.0,21.6,23.8,78.8,168
1877,0500000US37115,"Madison County, North Carolina",37904,65.5,21193,2584.19545,9162,1095,688,8203,414,90.7,37.7,41.6,28.7,28.5,61.7,84
1878,0500000US37117,"Martin County, North Carolina",35080,73.0,22031,50.52036199,9424,249,664,8375,897,90.0,38.9,43.5,24.5,16.4,79.7,149
1879,0500000US37119,"Mecklenburg County, North Carolina",56854,71.2,1115482,707.6639765,571063,40425,1146,536858,24973,88.4,39.8,38.4,26.4,45.4,66.5,116
1880,0500000US37121,"Mitchell County, North Carolina",37391,62.5,14903,3166.559567,6397,523,611,5807,203,88.2,39.3,42.2,24.0,20.5,68.9,41
